Time,leaps,gnssId,SatelliteID,C1X,L1X,D1X,C1Xstd,L1Xstd,D1Xstd,C1Xvalid,L1Xvalid,L1XLocktime,L1XHalfCycleValid,L1XHalfCycleSubtrated,C1Xsnr,C7X,L7X,D7X,C7Xstd,L7Xstd,D7Xstd,C7Xvalid,L7Xvalid,L7XLocktime,L7XHalfCycleValid,L7XHalfCycleSubtrated,C7Xsnr
2024-07-10 07:31:19.002,18,2,21,27621689.851528287,145152952.3513488,1613.395751953125,5.0,3.0,7.0,1.0,1.0,10320.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:19.002,18,2,34,24834158.00794416,130504378.92794488,-2492.027587890625,3.0,2.0,6.0,1.0,1.0,27000.0,1.0,0.0,47.0,,,,,,,,,,,,
2024-07-10 07:31:19.002,18,2,30,26054748.3255003,136918626.6291027,-3573.48681640625,7.0,3.0,7.0,1.0,1.0,5740.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:19.002,18,2,15,24318742.77303148,127795852.60165834,128.83056640625,5.0,3.0,7.0,1.0,1.0,15000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:19.002,18,2,5,27197885.908855587,142925847.0225201,1401.650634765625,6.0,7.0,8.0,1.0,1.0,10000.0,1.0,0.0,31.0,,,,,,,,,,,,
2024-07-10 07:31:20.002,18,2,21,27621383.196129713,145151341.67141232,1607.904541015625,4.0,2.0,7.0,1.0,1.0,11320.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:20.002,18,2,34,24834632.61366138,130506870.3868941,-2491.315185546875,3.0,2.0,6.0,1.0,1.0,28000.0,1.0,0.0,48.0,,,,,,,,,,,,
2024-07-10 07:31:20.002,18,2,30,26055427.557566196,136922201.07054594,-3574.888916015625,6.0,3.0,7.0,1.0,1.0,6740.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:20.002,18,2,15,24318719.148647502,127795725.77271093,124.5634765625,4.0,2.0,7.0,1.0,1.0,16000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:20.002,18,2,5,27197616.197312992,142924437.03924802,1409.9520263671875,8.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:21.002,18,2,21,27621077.789817724,145149737.07629207,1601.437255859375,4.0,2.0,6.0,1.0,1.0,12320.0,1.0,0.0,44.0,,,,,,,,,,,,
2024-07-10 07:31:21.002,18,2,34,24835106.616508473,130509361.22263311,-2490.217529296875,4.0,2.0,6.0,1.0,1.0,29000.0,1.0,0.0,47.0,,,,,,,,,,,,
2024-07-10 07:31:21.002,18,2,30,26056109.908753812,136925776.86233336,-3576.126953125,6.0,3.0,7.0,1.0,1.0,7740.0,1.0,0.0,44.0,,,,,,,,,,,,
2024-07-10 07:31:21.002,18,2,15,24318695.63929536,127795602.57753314,121.263916015625,5.0,2.0,7.0,1.0,1.0,17000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:21.002,18,2,5,27197350.950024698,142923043.67571592,1412.4306640625,9.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:22.002,18,2,21,27620773.9353885,145148139.50772592,1594.0888671875,4.0,2.0,6.0,1.0,1.0,13320.0,1.0,0.0,45.0,,,,,,,,,,,,
2024-07-10 07:31:22.002,18,2,34,24835580.463769425,130511851.69890355,-2490.129638671875,3.0,2.0,6.0,1.0,1.0,30000.0,1.0,0.0,48.0,,,,,,,,,,,,
2024-07-10 07:31:22.002,18,2,30,26056790.052488886,136929353.27173805,-3576.41650390625,6.0,5.0,8.0,1.0,1.0,8740.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:22.002,18,2,15,24318672.504355084,127795483.2529835,117.53466796875,5.0,3.0,7.0,1.0,1.0,18000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:22.002,18,2,5,27197080.918514907,142921624.01760632,1415.0595703125,8.0,9.0,11.0,1.0,1.0,300.0,1.0,0.0,30.0,,,,,,,,,,,,
2024-07-10 07:31:23.002,18,2,21,27620471.503501028,145146549.16771597,1586.7547607421875,4.0,2.0,6.0,1.0,1.0,14320.0,1.0,0.0,44.0,,,,,,,,,,,,
2024-07-10 07:31:23.002,18,2,34,24836054.36393944,130514341.75914222,-2490.14794921875,3.0,1.0,6.0,1.0,1.0,31000.0,1.0,0.0,49.0,,,,,,,,,,,,
2024-07-10 07:31:23.002,18,2,30,26057470.792253595,136932929.76987028,-3576.324462890625,5.0,3.0,7.0,1.0,1.0,9740.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:23.002,18,2,15,24318650.320661083,127795367.54995015,113.645263671875,5.0,3.0,7.0,1.0,1.0,19000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:23.002,18,2,5,27196821.248246405,142920259.94709042,1418.896484375,8.0,7.0,10.0,1.0,0.0,0.0,1.0,0.0,28.0,,,,,,,,,,,,
2024-07-10 07:31:24.002,18,2,21,27620170.16267097,145144965.8049993,1580.132568359375,4.0,2.0,7.0,1.0,1.0,15320.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:24.002,18,2,34,24836528.16757485,130516832.00847208,-2490.351318359375,3.0,2.0,6.0,1.0,1.0,32000.0,1.0,0.0,48.0,,,,,,,,,,,,
2024-07-10 07:31:24.002,18,2,30,26058151.77764757,136936506.2462403,-3576.202392578125,4.0,3.0,7.0,1.0,1.0,10740.0,1.0,0.0,44.0,,,,,,,,,,,,
2024-07-10 07:31:24.002,18,2,15,24318628.95531249,127795255.20903458,110.78002166748047,5.0,2.0,7.0,1.0,1.0,20000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:24.002,18,2,5,27196545.209115256,142918840.93341362,1421.0628662109375,8.0,7.0,9.0,1.0,1.0,1000.0,1.0,0.0,33.0,,,,,,,,,,,,
2024-07-10 07:31:25.002,18,2,21,27619870.217509326,145143389.41176862,1572.865234375,4.0,2.0,6.0,1.0,1.0,16320.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:25.002,18,2,34,24837001.926747106,130519322.75919433,-2490.980224609375,3.0,1.0,6.0,1.0,1.0,33000.0,1.0,0.0,48.0,,,,,,,,,,,,
2024-07-10 07:31:25.002,18,2,30,26058832.0863221,136940082.4753278,-3576.451171875,5.0,3.0,7.0,1.0,1.0,11740.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:25.002,18,2,15,24318608.335157998,127795146.135645,107.29467010498047,5.0,2.0,7.0,1.0,1.0,21000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:25.002,18,2,5,27196279.401186366,142917412.16283137,1421.786376953125,8.0,7.0,10.0,1.0,1.0,80.0,1.0,0.0,29.0,,,,,,,,,,,,
2024-07-10 07:31:26.002,18,2,21,27619571.50419345,145141820.18620875,1565.2296142578125,4.0,2.0,6.0,1.0,1.0,17320.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:26.002,18,2,34,24837476.237206638,130521814.46793985,-2492.51171875,3.0,1.0,6.0,1.0,1.0,34000.0,1.0,0.0,49.0,,,,,,,,,,,,
2024-07-10 07:31:26.002,18,2,30,26059512.716290038,136943658.59259582,-3575.928955078125,5.0,3.0,7.0,1.0,1.0,12740.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:26.002,18,2,15,24318588.0352499,127795040.50133464,104.10302734375,5.0,3.0,7.0,1.0,1.0,22000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:26.002,18,2,5,27196009.814447727,142915995.77902052,1422.345703125,9.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,27.0,,,,,,,,,,,,
2024-07-10 07:31:27.002,18,2,21,27619274.373472724,145140258.19533998,1558.640380859375,4.0,2.0,7.0,1.0,1.0,18320.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:27.002,18,2,34,24837950.363391872,130524307.29790087,-2493.210205078125,3.0,1.0,6.0,1.0,1.0,35000.0,1.0,0.0,48.0,,,,,,,,,,,,
2024-07-10 07:31:27.002,18,2,30,26060193.133574724,136947234.4374933,-3576.041259765625,5.0,4.0,8.0,1.0,1.0,13740.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:27.002,18,2,15,24318568.42902286,127794938.22331311,100.547607421875,5.0,3.0,7.0,1.0,1.0,23000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:27.002,18,2,5,27195740.317961615,142914579.5058891,1423.35888671875,10.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:28.002,18,2,21,27618978.326759525,145138702.96766254,1551.93359375,4.0,2.0,7.0,1.0,1.0,19320.0,1.0,0.0,40.0,27618981.0171108,111210190.99177046,1189.88037109375,11.0,7.0,11.0,1.0,1.0,80.0,1.0,0.0,36.0
2024-07-10 07:31:28.002,18,2,34,24838424.794048507,130526800.94920865,-2494.0458984375,4.0,2.0,6.0,1.0,1.0,36000.0,1.0,0.0,48.0,24838426.31907424,100014049.24555883,-1911.226318359375,11.0,7.0,11.0,1.0,1.0,80.0,1.0,0.0,43.0
2024-07-10 07:31:28.002,18,2,30,26060873.55085941,136950809.77446362,-3575.078369140625,5.0,3.0,7.0,1.0,1.0,14740.0,1.0,0.0,43.0,26060872.47908334,104936333.38729861,-2736.93017578125,11.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,33.0
2024-07-10 07:31:28.002,18,2,15,24318549.442487948,127794838.94586495,97.350341796875,5.0,3.0,7.0,1.0,1.0,24000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:28.002,18,2,5,27195474.99431117,142913185.22162062,1439.96826171875,10.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,
2024-07-10 07:31:29.002,18,2,21,27618683.847773883,145137155.14428076,1544.21875,4.0,2.0,7.0,1.0,1.0,20320.0,1.0,0.0,40.0,27618686.580354683,111209004.98241463,1182.885498046875,9.0,4.0,10.0,1.0,1.0,1080.0,1.0,0.0,37.0
2024-07-10 07:31:29.002,18,2,34,24838899.169771854,130529295.33731785,-2494.6142578125,3.0,1.0,6.0,1.0,1.0,37000.0,1.0,0.0,48.0,24838901.365304753,100015960.51549296,-1911.373046875,9.0,3.0,9.0,1.0,1.0,1080.0,1.0,0.0,43.0
2024-07-10 07:31:29.002,18,2,30,26061553.49405658,136954384.37125537,-3573.3349609375,5.0,3.0,7.0,1.0,1.0,15740.0,1.0,0.0,41.0,26061553.737398718,104939076.89457579,-2738.135498046875,9.0,6.0,10.0,1.0,1.0,980.0,1.0,0.0,32.0
2024-07-10 07:31:29.002,18,2,15,24318531.277928095,127794742.7927645,94.79248046875,5.0,2.0,7.0,1.0,1.0,25000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:29.002,18,2,5,27195199.228171222,142911736.07750484,1431.112060546875,9.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,
2024-07-10 07:31:30.002,18,2,21,27618390.58674364,145135615.0980274,1537.195556640625,4.0,2.0,7.0,1.0,1.0,21320.0,1.0,0.0,39.0,27618393.34152112,111207824.92194635,1177.68115234375,7.0,3.0,8.0,1.0,1.0,2080.0,1.0,0.0,37.0
2024-07-10 07:31:30.002,18,2,34,24839373.83307479,130531790.36486278,-2495.73779296875,3.0,1.0,5.0,1.0,1.0,38000.0,1.0,0.0,48.0,24839375.6206216,100017872.29392125,-1912.228515625,7.0,2.0,8.0,1.0,1.0,2080.0,1.0,0.0,43.0
2024-07-10 07:31:30.002,18,2,30,26062233.48555595,136957957.98150042,-3573.642578125,4.0,2.0,6.0,1.0,1.0,16740.0,1.0,0.0,42.0,26062234.557783436,104941815.08900456,-2737.543212890625,7.0,5.0,9.0,1.0,1.0,1980.0,1.0,0.0,32.0
2024-07-10 07:31:30.002,18,2,15,24318513.86749685,127794649.93774904,91.28441619873047,4.0,2.0,6.0,1.0,1.0,26000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:30.002,18,2,5,27194919.99760465,142910268.54216897,1437.083984375,9.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,
2024-07-10 07:31:31.002,18,2,21,27618097.840425022,145134078.90693045,1535.40576171875,4.0,2.0,7.0,1.0,1.0,22320.0,1.0,0.0,40.0,27618101.78593556,111206647.83834188,1176.387939453125,6.0,3.0,7.0,1.0,1.0,3080.0,1.0,0.0,37.0
2024-07-10 07:31:31.002,18,2,34,24839849.08340305,130534286.7529813,-2497.352783203125,3.0,1.0,5.0,1.0,1.0,39000.0,1.0,0.0,48.0,24839850.845123537,100019785.10921961,-1913.5693359375,6.0,2.0,7.0,1.0,1.0,3080.0,1.0,0.0,43.0
2024-07-10 07:31:31.002,18,2,30,26062913.78389995,136961532.44798583,-3575.461181640625,4.0,2.0,6.0,1.0,1.0,17740.0,1.0,0.0,42.0,26062916.051816355,104944553.97256234,-2739.992431640625,6.0,5.0,8.0,1.0,1.0,2980.0,1.0,0.0,33.0
2024-07-10 07:31:31.002,18,2,15,24318496.971916832,127794559.37798251,89.547119140625,4.0,1.0,6.0,1.0,1.0,27000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:31.002,18,2,5,27194644.287654407,142908819.45939225,1433.5498046875,9.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:31.002,18,2,13,27995090.938683506,147115195.43408918,1748.1915283203125,10.0,3.0,9.0,1.0,1.0,1000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:32.002,18,2,21,27617805.813753385,145132544.60138157,1533.387939453125,4.0,2.0,7.0,1.0,1.0,23320.0,1.0,0.0,40.0,27617809.71284634,111205472.20126012,1174.9312744140625,5.0,3.0,7.0,1.0,1.0,4080.0,1.0,0.0,38.0
2024-07-10 07:31:32.002,18,2,34,24840324.76803233,130536785.00419739,-2499.20751953125,3.0,1.0,5.0,1.0,1.0,40000.0,1.0,0.0,48.0,24840326.081770826,100021699.3553604,-1914.975341796875,5.0,1.0,6.0,1.0,1.0,4080.0,1.0,0.0,43.0
2024-07-10 07:31:32.002,18,2,30,26063594.2781052,136965108.8170925,-3577.2470703125,4.0,2.0,6.0,1.0,1.0,18740.0,1.0,0.0,42.0,26063596.395670526,104947294.29230045,-2740.66064453125,6.0,5.0,8.0,1.0,1.0,3980.0,1.0,0.0,33.0
2024-07-10 07:31:32.002,18,2,15,24318480.181177724,127794470.7683413,87.674560546875,4.0,1.0,6.0,1.0,1.0,28000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:32.002,18,2,5,27194371.644894034,142907386.816677,1432.0740966796875,8.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:32.002,18,2,13,27994760.4541052,147113448.02810088,1746.501220703125,8.0,2.0,7.0,1.0,1.0,2000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:33.002,18,2,21,27617514.03501444,145131012.0203621,1531.5391845703125,4.0,2.0,6.0,1.0,1.0,24320.0,1.0,0.0,40.0,27617518.041530933,111204297.86713903,1173.538330078125,5.0,2.0,7.0,1.0,1.0,5080.0,1.0,0.0,38.0
2024-07-10 07:31:33.002,18,2,34,24840800.69333501,130539284.9419031,-2500.932373046875,3.0,1.0,5.0,1.0,1.0,41000.0,1.0,0.0,48.0,24840801.891483266,100023614.88334513,-1916.266845703125,4.0,1.0,6.0,1.0,1.0,5080.0,1.0,0.0,44.0
2024-07-10 07:31:33.002,18,2,30,26064274.94611461,136968686.91674793,-3579.25732421875,4.0,2.0,6.0,1.0,1.0,19740.0,1.0,0.0,42.0,26064276.905580968,104950035.94976649,-2742.3994140625,6.0,5.0,8.0,1.0,1.0,4980.0,1.0,0.0,32.0
2024-07-10 07:31:33.002,18,2,15,24318463.594536357,127794383.92564394,85.78978729248047,4.0,1.0,6.0,1.0,1.0,29000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:33.002,18,2,13,27994427.533127487,147111702.22157595,1744.8702392578125,7.0,2.0,7.0,1.0,1.0,3000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:34.002,18,2,21,27617222.470424563,145129481.36335456,1529.86572265625,4.0,2.0,6.0,1.0,1.0,25320.0,1.0,0.0,40.0,27617226.80535416,111203125.04841593,1171.95263671875,4.0,2.0,7.0,1.0,1.0,6080.0,1.0,0.0,38.0
2024-07-10 07:31:34.002,18,2,34,24841276.69437164,130541786.79030842,-2502.6376953125,3.0,1.0,4.0,1.0,1.0,42000.0,1.0,0.0,48.0,24841278.152667742,100025531.89026435,-1917.67138671875,3.0,1.0,6.0,1.0,1.0,6080.0,1.0,0.0,44.0
2024-07-10 07:31:34.002,18,2,30,26064956.08723433,136972266.9867277,-3580.96533203125,4.0,2.0,6.0,1.0,1.0,20740.0,1.0,0.0,42.0,26064958.374345973,104952779.15095612,-2744.058837890625,5.0,5.0,8.0,1.0,1.0,5980.0,1.0,0.0,32.0
2024-07-10 07:31:34.002,18,2,15,24318447.39542943,127794299.0853798,83.94287109375,4.0,1.0,6.0,1.0,1.0,30000.0,1.0,0.0,43.0,,,,,,,,,,,,
2024-07-10 07:31:34.002,18,2,13,27994094.6938866,147109958.21895635,1743.076171875,6.0,2.0,6.0,1.0,1.0,4000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:35.002,18,2,21,27616931.482459687,145127952.5865252,1528.3077392578125,4.0,2.0,7.0,1.0,1.0,26320.0,1.0,0.0,39.0,27616935.90233694,111201953.65312584,1170.900390625,3.0,2.0,7.0,1.0,1.0,7080.0,1.0,0.0,38.0
2024-07-10 07:31:35.002,18,2,34,24841752.945783995,130544290.48890416,-2504.240966796875,3.0,1.0,5.0,1.0,1.0,43000.0,1.0,0.0,48.0,24841754.56176026,100027450.30580126,-1918.7589111328125,3.0,1.0,6.0,1.0,1.0,7080.0,1.0,0.0,43.0
2024-07-10 07:31:35.002,18,2,30,26065637.921686098,136975848.94159415,-3582.40185546875,4.0,2.0,6.0,1.0,1.0,21740.0,1.0,0.0,43.0,26065639.943065826,104955523.77637835,-2745.470947265625,5.0,5.0,8.0,1.0,1.0,6980.0,1.0,0.0,32.0
2024-07-10 07:31:35.002,18,2,15,24318431.503446333,127794216.17233954,82.423095703125,4.0,2.0,6.0,1.0,1.0,31000.0,1.0,0.0,42.0,,,,,,,,,,,,
2024-07-10 07:31:35.002,18,2,13,27993763.217647318,147108215.94862223,1742.047119140625,5.0,2.0,7.0,1.0,1.0,5000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:35.002,18,2,27,24761559.101296417,130122871.08598782,-991.26318359375,10.0,3.0,9.0,1.0,1.0,1000.0,1.0,0.0,38.0,,,,,,,,,,,,
2024-07-10 07:31:36.002,18,2,21,27616641.017791934,145126425.5247903,1526.333740234375,4.0,2.0,6.0,1.0,1.0,27320.0,1.0,0.0,39.0,27616645.233571444,111200783.56054278,1169.5478515625,3.0,2.0,7.0,1.0,1.0,8080.0,1.0,0.0,38.0
2024-07-10 07:31:36.002,18,2,34,24842229.862887252,130546795.83093452,-2506.020263671875,3.0,1.0,5.0,1.0,1.0,44000.0,1.0,0.0,48.0,24842231.281466655,100029370.00014374,-1920.3306884765625,3.0,1.0,6.0,1.0,1.0,8080.0,1.0,0.0,44.0
2024-07-10 07:31:36.002,18,2,30,26066319.720679026,136979432.59899423,-3584.57568359375,4.0,2.0,6.0,1.0,1.0,22740.0,1.0,0.0,43.0,26066321.81583827,104958269.67417465,-2746.927490234375,5.0,5.0,8.0,1.0,1.0,7980.0,1.0,0.0,32.0
2024-07-10 07:31:36.002,18,2,15,24318415.93771251,127794134.98177029,80.4150390625,4.0,1.0,6.0,1.0,1.0,32000.0,1.0,0.0,42.0,24318416.1691187,97920184.36684485,61.6728515625,11.0,7.0,11.0,1.0,1.0,60.0,1.0,0.0,37.0
2024-07-10 07:31:36.002,18,2,13,27993431.796829928,147106475.2554041,1740.044677734375,4.0,2.0,6.0,1.0,1.0,6000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:36.002,18,2,27,24761749.723286953,130123863.42479974,-993.2421875,8.0,3.0,8.0,1.0,1.0,2000.0,1.0,0.0,39.0,,,,,,,,,,,,
2024-07-10 07:31:37.002,18,2,21,27616350.475156613,145124900.0588506,1524.8822021484375,4.0,2.0,6.0,1.0,1.0,28320.0,1.0,0.0,40.0,27616354.968534186,111199614.70071076,1168.186279296875,3.0,2.0,7.0,1.0,1.0,9080.0,1.0,0.0,38.0
2024-07-10 07:31:37.002,18,2,34,24842707.00104987,130549302.76352198,-2507.6123046875,3.0,1.0,5.0,1.0,1.0,45000.0,1.0,0.0,48.0,24842708.29196348,100031290.89086317,-1921.500732421875,3.0,1.0,6.0,1.0,1.0,9080.0,1.0,0.0,44.0
2024-07-10 07:31:37.002,18,2,30,26067001.947411686,136983017.8634172,-3585.92626953125,4.0,1.0,6.0,1.0,1.0,23740.0,1.0,0.0,43.0,26067003.856761016,104961016.79424556,-2746.961181640625,5.0,5.0,8.0,1.0,1.0,8980.0,1.0,0.0,32.0
2024-07-10 07:31:37.002,18,2,15,24318400.59227023,127794055.45872553,78.76806640625,4.0,1.0,6.0,1.0,1.0,33000.0,1.0,0.0,42.0,24318399.969523165,97920123.39879517,60.433349609375,9.0,4.0,10.0,1.0,1.0,1060.0,1.0,0.0,37.0
2024-07-10 07:31:37.002,18,2,13,27993100.810453158,147104736.00329196,1738.6268310546875,4.0,2.0,6.0,1.0,1.0,7000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:37.002,18,2,27,24761939.087186594,130124857.59936371,-995.0595703125,7.0,2.0,7.0,1.0,1.0,3000.0,1.0,0.0,39.0,,,,,,,,,,,,
2024-07-10 07:31:38.002,18,2,21,27616060.43627418,145123376.186537,1523.1014404296875,4.0,2.0,6.0,1.0,1.0,29320.0,1.0,0.0,40.0,27616065.02897839,111198447.04597563,1167.083251953125,3.0,2.0,7.0,1.0,1.0,10080.0,1.0,0.0,38.0
2024-07-10 07:31:38.002,18,2,34,24843184.39140303,130551811.25055885,-2509.095947265625,3.0,1.0,5.0,1.0,1.0,46000.0,1.0,0.0,48.0,24843185.807539407,100033212.98163174,-1922.727783203125,3.0,1.0,5.0,1.0,1.0,10080.0,1.0,0.0,44.0
2024-07-10 07:31:38.002,18,2,30,26067684.716776323,136986604.75766078,-3587.555908203125,4.0,2.0,6.0,1.0,1.0,24740.0,1.0,0.0,43.0,26067686.356275484,104963765.21047355,-2749.271484375,5.0,5.0,8.0,1.0,1.0,9980.0,1.0,0.0,31.0
2024-07-10 07:31:38.002,18,2,15,24318385.483871713,127793977.5855851,77.2939453125,4.0,2.0,6.0,1.0,1.0,34000.0,1.0,0.0,42.0,24318385.88705785,97920063.75762169,58.954833984375,7.0,3.0,8.0,1.0,1.0,2060.0,1.0,0.0,37.0
2024-07-10 07:31:38.002,18,2,5,27192737.857648425,142898801.24205548,1421.019775390625,8.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:38.002,18,2,13,27992770.166100655,147102998.24055475,1737.2415771484375,4.0,2.0,7.0,1.0,1.0,8000.0,1.0,0.0,41.0,,,,,,,,,,,,
2024-07-10 07:31:38.002,18,2,27,24762128.60492735,130125853.61282535,-996.73876953125,6.0,2.0,7.0,1.0,1.0,4000.0,1.0,0.0,39.0,,,,,,,,,,,,
2024-07-10 07:31:39.002,18,2,21,27615770.599046458,145121853.86259714,1521.617919921875,4.0,2.0,7.0,1.0,1.0,30320.0,1.0,0.0,39.0,27615775.227698117,111197280.62166442,1165.6312255859375,4.0,3.0,7.0,1.0,1.0,11080.0,1.0,0.0,38.0
2024-07-10 07:31:39.002,18,2,34,24843661.987040557,130554321.268733,-2510.802001953125,3.0,1.0,5.0,1.0,1.0,47000.0,1.0,0.0,48.0,24843663.323952943,100035136.23098998,-1923.761962890625,3.0,1.0,6.0,1.0,1.0,11080.0,1.0,0.0,44.0
2024-07-10 07:31:39.002,18,2,30,26068367.560548685,136990193.21501657,-3588.954345703125,4.0,1.0,6.0,1.0,1.0,25740.0,1.0,0.0,43.0,26068369.051441792,104966514.81696358,-2750.163818359375,5.0,4.0,8.0,1.0,1.0,10980.0,1.0,0.0,31.0
2024-07-10 07:31:39.002,18,2,15,24318370.76147201,127793901.30934621,75.54736328125,4.0,1.0,6.0,1.0,1.0,35000.0,1.0,0.0,42.0,24318371.08403814,97920005.28505866,58.173580169677734,6.0,3.0,7.0,1.0,1.0,3060.0,1.0,0.0,38.0
2024-07-10 07:31:39.002,18,2,5,27192465.59830424,142897370.26454183,1419.9925537109375,8.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
2024-07-10 07:31:39.002,18,2,13,27992439.901046086,147101261.8983942,1735.6744384765625,4.0,2.0,6.0,1.0,1.0,9000.0,1.0,0.0,41.0,,,,,,,,,,,,
